filename,latitude,longitude
109445802_c3767617e6_55_44972214@N00.jpg,32.759562,-117.180175
1094476901_8af0525615_1092_33463080@N00.jpg,12.917568,104.58847
109503491_ab4fb29d21_41_18684820@N00.jpg,12.683549,101.272659
1095141034_31d7994014_1432_33463080@N00.jpg,12.917568,104.58847
109515826_6e23accec7_54_18684820@N00.jpg,13.735383,100.500183
1095455094_de1cee2271_1306_33463080@N00.jpg,12.917568,104.58847
1096265513_0803ddb49c_1181_33463080@N00.jpg,13.372585,103.856849
1097531112_dce44408c2_1403_9729483@N02.jpg,21.331284,-157.920624
1097784160_262625335f_1009_9729483@N02.jpg,38.035171,-97.92862
1099044629_a345ba7db8_1115_70323761@N00.jpg,40.742713,-74.006448
1099219094_cad7dd327e_1258_70323761@N00.jpg,40.719615,-73.953469
110016321_34c0ac4524_55_18684820@N00.jpg,13.735383,100.500183
1100269292_a7e742b120_1092_9729483@N02.jpg,37.716107,-97.410605
1101090129_d124208854_1241_33463080@N00.jpg,13.372585,103.856849
1102966083_dcc68a51a6_1086_70323761@N00.jpg,40.743066,-74.00691
1103229007_c58a9a332f_1359_70323761@N00.jpg,40.739303,-74.0072
1103239315_41b27d754d_1309_70323761@N00.jpg,40.739303,-74.0072
1104068861_5792a115db_1369_33463080@N00.jpg,13.372585,103.856849
1105517140_f7dc56cff4_1162_78247883@N00.jpg,43.510308,16.440095
1106080815_b1340dffa7_1276_33463080@N00.jpg,13.372585,103.856849
1106682564_0b76ef20a3_1279_33463080@N00.jpg,13.372585,103.856849
1107083216_76603676a9_1295_82622473@N00.jpg,41.100957,28.999614
1107115193_7896b8d656_1300_33463080@N00.jpg,13.372585,103.856849
1107468192_3e8b9b43cf_1369_82622473@N00.jpg,41.100957,28.999614
1107858999_36eae1fedb_1208_82927779@N00.jpg,-13.311708,48.115938
110797780_a8d74f0204_52_18684820@N00.jpg,13.735383,100.500183
110799609_43e51fc1e5_54_18684820@N00.jpg,13.735383,100.500183
110800551_ff744a8b6d_44_18684820@N00.jpg,13.735383,100.500183
110803310_55c8da43bd_53_18684820@N00.jpg,13.735383,100.500183
1108114251_b09d32f32a_1036_77235581@N00.jpg,58.208677,-6.391725
1108236217_688d857d7c_1394_77235581@N00.jpg,58.20312,-6.379559
1108575839_3bdfce931b_1212_82927779@N00.jpg,-13.313244,48.154502
1108895380_03c3a1a1f6_1090_77235581@N00.jpg,58.20312,-6.379559
1109483936_4456a4f0df_1196_82927779@N00.jpg,-13.31325,48.154488
111013518_cc990d42cf_51_36948083@N00.jpg,13.426188,103.85848
1112035723_0a63e75d0e_1114_33463080@N00.jpg,13.372585,103.856849
1113782494_f10808f500_1298_33463080@N00.jpg,13.819994,104.714298
1113980485_7ac3e8a2c6_1138_33463080@N00.jpg,13.819994,104.714298
1114595220_0a81197afd_1338_33463080@N00.jpg,13.819994,104.714298
1115259191_b14c332c87_1325_33463080@N00.jpg,13.372585,103.856849
1115274018_d6c2c821d1_1382_33463080@N00.jpg,13.372585,103.856849
1117136365_5948288020_1413_33463080@N00.jpg,11.824005,104.744682
1117496242_4cf8c11162_1012_33463080@N00.jpg,11.580858,104.921321
1117586944_cc641006da_1329_75653366@N00.jpg,13.743908,100.488917
1117715992_d0a96a4caa_1337_75653366@N00.jpg,13.743908,100.488917
1118479971_9ad6008b4f_1327_82927779@N00.jpg,-13.400983,48.270638
1119125029_545a19a16b_1428_82927779@N00.jpg,-13.313916,48.153652
1119257150_4ac3eebadf_1032_82927779@N00.jpg,-13.313369,48.154238
1119668171_48a230b741_1404_82927779@N00.jpg,-13.316188,48.151458
1120309050_e71f17aeb3_1128_82927779@N00.jpg,-13.313252,48.154486
1121659017_07efbb5264_1399_93455345@N00.jpg,43.137069,131.929321
1123241881_4bf8ae2419_1016_33463080@N00.jpg,10.591433,103.764495
1125007623_477d5426e9_1379_93455345@N00.jpg,37.331948,136.785278
1125649897_d94e38d2b5_1327_96332550@N00.jpg,35.416684,-95.714607
1125852220_b13d685cea_1111_93455345@N00.jpg,36.087118,136.221542
1126734821_cbf0860b66_1080_30571787@N00.jpg,51.506605,-0.081367
113446159_010a80fd72_54_50994135@N00.jpg,55.856997,-4.263124
1134826966_548613fd5d_1359_30571787@N00.jpg,51.597827,-0.238491
1136685211_813651b657_1140_22941966@N00.jpg,45.001269,-93.273346
113820435_b8d6945a79_56_87434398@N00.jpg,43.480577,-72.386426
113820995_a4ce685a48_51_87434398@N00.jpg,43.137445,-72.500581
113822018_7975267242_49_87434398@N00.jpg,44.540262,-72.524313
113823369_54ebe138ba_38_87434398@N00.jpg,42.762137,-72.513799
113823452_c141b6ee5c_36_87434398@N00.jpg,42.762137,-72.513799
113833447_7e18ad9cf1_42_87434398@N00.jpg,44.57578,-72.295816
113861643_a1febd9dd0_45_87434398@N00.jpg,42.929907,-72.578473
113879033_bfd1de651d_49_87434398@N00.jpg,44.723076,-73.294
113885544_d7fbd527c6_48_87434398@N00.jpg,42.889674,-72.952909
113900033_9051f51fbb_52_87434398@N00.jpg,43.147591,-73.199415
113907854_ac0a856b31_53_87434398@N00.jpg,43.963538,-73.207998
113910978_c1353d9035_55_87434398@N00.jpg,44.421704,-72.850384
113912238_2a4c51a668_43_87434398@N00.jpg,43.891459,-72.490625
1143703719_b8942ef862_1094_70323761@N00.jpg,40.721664,-74.038297
114862608_ba258c245d_50_82927779@N00.jpg,-24.74995,25.7944
114868308_3bf8f90326_46_82927779@N00.jpg,-24.74995,25.7944
1155935557_5d22312c46_1219_41894197861@N01.jpg,40.418993,-3.6922
115638799_b6b6e74e07_53_88483799@N00.jpg,39.397726,-76.597608
1156773764_43e2a07c5b_1180_41894197861@N01.jpg,40.416453,-3.700203
116048252_e64be89628_54_88483799@N00.jpg,39.397726,-76.597608
117005476_0584800acc_50_69212252@N00.jpg,41.940507,-87.640589
1172480740_81de303685_1003_36093984@N00.jpg,40.765071,-111.842365
117397326_1aaf6dac8d_19_18684820@N00.jpg,10.784407,106.680679
117400305_1dea9da931_46_18684820@N00.jpg,10.784407,106.680679
117407151_e5ab0fb208_53_18684820@N00.jpg,10.784407,106.680679
117409880_be8da6a355_37_18684820@N00.jpg,10.784407,106.680679
117415082_1349ec00bd_53_18684820@N00.jpg,10.784407,106.680679
117418457_244e0d7f56_46_18684820@N00.jpg,10.784407,106.680679
1177618026_9cf484ed83_1039_10976003@N07.jpg,39.051451,-94.480361
118131355_5451e9534a_56_18684820@N00.jpg,13.735383,100.500183
118132126_bbbcb867a9_54_18684820@N00.jpg,13.735383,100.500183
118134421_9ec58cf95a_35_18684820@N00.jpg,13.735383,100.500183
118150932_baf301f1d2_34_18684820@N00.jpg,13.735383,100.500183
118159659_c2cc29c6a1_52_18684820@N00.jpg,13.735383,100.500183
1182903598_51bdaa7836_1385_15376845@N00.jpg,41.947553,-72.691576
1182926817_f5c931db2b_1109_15376845@N00.jpg,41.947553,-72.691576
1183171295_73c6565f16_1175_47311799@N00.jpg,44.499489,11.34392
118469151_65ad932ce3_48_41894197861@N01.jpg,51.494797,-0.195007
118489811_f07bfb2347_53_41894197861@N01.jpg,51.499473,-0.119862
118498673_8e6fd335d3_42_41894197861@N01.jpg,51.499473,-0.119862
118511568_34404be213_49_41894197861@N01.jpg,51.499473,-0.119862
118549043_489c2a4b3e_56_41894197861@N01.jpg,51.494583,-0.202045
118556934_32ccc0ff16_42_41894197861@N01.jpg,51.494583,-0.202045
1185635638_4d58194376_1126_15376845@N00.jpg,41.962066,-72.745124
1185751817_d2918624dc_1084_47311799@N00.jpg,45.49075,10.607771
118594842_b32034ba4c_50_41894197861@N01.jpg,47.459897,8.549766
118654486_9f20d0ae96_21_18684820@N00.jpg,13.735383,100.500183
1187469358_26459f74ff_1070_43616936@N00.jpg,42.346571,-71.097228
1190585699_2de6e84746_1076_47311799@N00.jpg,45.442037,10.998301
1191410915_2c99edb131_1099_47311799@N00.jpg,45.434068,12.34079
1191595911_b68bf58ca5_1402_47311799@N00.jpg,45.440621,12.321445
1192463216_a5f06caf2c_1050_47311799@N00.jpg,45.440621,12.321445
1193809473_4fc475d918_1122_47311799@N00.jpg,45.456465,12.356743
1194828036_f64ee2efe4_1197_47311799@N00.jpg,45.435133,12.336788
1195299939_f2cdf9d4aa_1381_99746029@N00.jpg,31.23394,121.462097
1195497993_ca828ba353_1439_99746029@N00.jpg,31.23394,121.462097
1195826477_e2f02e85a0_1134_97522422@N00.jpg,40.17743,44.517974
1196029876_9a678a04da_1348_11786349@N08.jpg,37.962403,27.365226
1196386402_e718d5e619_1280_99746029@N00.jpg,31.23394,121.462097
1196415390_d7caf5e3ac_1106_97522422@N00.jpg,42.661799,44.637279
1196637106_439ebcfa9e_1089_97522422@N00.jpg,41.273678,44.590759
1196697986_3f09d5e590_1028_40829484@N00.jpg,40.206213,-8.419003
1196952297_41615841a2_1206_70323761@N00.jpg,41.520317,-71.443115
1198701343_618ff4d0d0_1058_16418049@N00.jpg,37.97443,23.732013
1199147355_c2b4c49248_1121_16418049@N00.jpg,37.090924,25.370521
1199232827_50d480ebb5_1089_16418049@N00.jpg,37.090924,25.370521
1199535862_d1024b2cb4_1143_70323761@N00.jpg,41.490983,-71.315447
1199601372_1be627557f_1213_16418049@N00.jpg,37.97443,23.732013
1199908420_caf0674a09_1363_16418049@N00.jpg,37.090924,25.370521
1199940142_4f1af0e9c6_1344_16418049@N00.jpg,37.090924,25.370521
1200015784_72326eb8bd_1007_59341685@N00.jpg,39.44819,-106.467432
1200038814_4bf38d326c_1178_16418049@N00.jpg,37.090924,25.370521
1201299651_02e87d146d_1010_47311799@N00.jpg,46.539026,12.138133
1202468581_af97878357_1431_47311799@N00.jpg,46.489351,9.840649
1202645062_161c4a3360_1301_65768710@N00.jpg,-33.927551,151.254272
120317522_749fbcec2e_34_18684820@N00.jpg,13.735383,100.500183
1203237811_23e521fb8f_1224_47311799@N00.jpg,46.195517,9.450473
1205192842_abe51c5638_1326_47311799@N00.jpg,45.468121,9.19532
1208388445_947a7b9831_1097_70323761@N00.jpg,41.484393,-71.314954
120899260_27fd657739_55_57253263@N00.jpg,42.205983,-71.328049
1212815991_d0db96dfae_1100_47311799@N00.jpg,45.467,9.189891
1212979628_9a198136be_1049_47311799@N00.jpg,45.917362,9.153327
1212998956_261bcf7be9_1251_47311799@N00.jpg,45.858575,9.116592
1213672418_c0a23932ef_1080_47311799@N00.jpg,45.464758,9.189934
1214032151_2bccd236cb_1431_26519935@N00.jpg,26.057708,119.279766
1215127132_ef69c16a1e_1274_26519935@N00.jpg,26.062334,119.267406
1215157478_41bd37102c_1392_11786349@N08.jpg,13.420845,103.871097
1215271571_22c5991425_1431_11786349@N08.jpg,-14.83886,-74.945983
1215336556_279c61471b_1358_11786349@N08.jpg,13.749806,100.493659
1215842913_10057b338b_1105_97522422@N00.jpg,40.17743,44.517974
1221245649_d7301c9e5e_1426_47311799@N00.jpg,47.052295,8.30812
1222111024_5f9bd39a03_1342_47311799@N00.jpg,47.052295,8.30812
1222747967_39c1091f85_1043_56945335@N00.jpg,32.661673,51.678067
1222946416_16db22f95d_1310_47311799@N00.jpg,46.219128,6.107196
1223225942_44420da21b_1061_65768710@N00.jpg,-33.927551,151.254272
1224896902_5acf368aa5_1062_48637819@N00.jpg,50.279906,8.52539
1225755425_ac9e307610_1382_96928198@N00.jpg,62.147036,6.062039
1225986996_60db89c58a_1239_92123108@N00.jpg,37.7718,-122.454986
1226154195_49065b65e5_1017_65768710@N00.jpg,-33.870344,151.225433
1226778732_aa330b8a02_1359_65768710@N00.jpg,-33.870344,151.225433
122874346_d2c3b79d6a_1_69212252@N00.jpg,-33.899201,151.191015
1233312144_1c4d07b7c8_1160_70323761@N00.jpg,41.469381,-71.297648
123515458_4aa6de7f6b_41_18684820@N00.jpg,13.735383,100.500183
123533499_51f11eb999_42_18684820@N00.jpg,1.286665,103.838653
123555933_757507030c_43_18684820@N00.jpg,1.286665,103.838653
123561474_1809108154_34_18684820@N00.jpg,1.286665,103.838653
123587853_a130483c5c_34_18684820@N00.jpg,1.286665,103.838653
123606435_741ca30bfa_34_18684820@N00.jpg,1.286665,103.838653
123607970_f74b7851d9_1_18684820@N00.jpg,1.286665,103.838653
123608981_175ef3bbf1_37_18684820@N00.jpg,1.286665,103.838653
123612898_c81bdbfbfe_38_18684820@N00.jpg,1.286665,103.838653
123625628_be50228cf2_39_18684820@N00.jpg,1.286665,103.838653
123629025_55fdb536b2_39_18684820@N00.jpg,1.286665,103.838653
1238255019_bd52b89e57_1088_42126397@N00.jpg,25.316097,83.017673
1239082441_bd8a278b64_1110_56945335@N00.jpg,37.933637,58.425636
1239496073_6a512711e3_1288_33463080@N00.jpg,10.573547,103.553009
1239645650_26eb6f8c9e_1299_33463080@N00.jpg,13.372585,103.856849
1240036828_0ff689cf33_1249_56945335@N00.jpg,37.950018,58.372936
1240411287_59013dee8b_1332_33463080@N00.jpg,10.573547,103.553009
1241130901_28561e7e52_1095_77235581@N00.jpg,58.20312,-6.379559
1241572527_b18d472438_1367_33463080@N00.jpg,10.573547,103.553009
1241642199_db1d63975f_1336_33463080@N00.jpg,10.573547,103.553009
1241732945_6ee69f48e8_1279_33463080@N00.jpg,10.573547,103.553009
1242046453_2804afc587_1160_33463080@N00.jpg,10.573547,103.553009
1242572793_a243c9a727_1035_56945335@N00.jpg,37.668976,62.184934
1242574962_38fcdbea18_1439_33463080@N00.jpg,10.573547,103.553009
1242610350_6171d4a56f_1233_33463080@N00.jpg,10.573547,103.553009
1242660112_8fcf13d11e_1084_11786349@N08.jpg,31.622909,-8.001823
1243559720_4caa8169cb_1151_56945335@N00.jpg,37.668976,62.184934
1244438112_65fcf1bc8d_1256_70323761@N00.jpg,41.470025,-71.29856
1244486280_8b5202fc1a_1382_70323761@N00.jpg,41.304021,-72.91782
1245560986_808a9e823a_1027_79756109@N00.jpg,47.543033,-121.837702
1248081071_ee072bf9c9_1100_33463080@N00.jpg,11.580858,104.921321
1248129431_933a98b29d_1241_33463080@N00.jpg,11.580858,104.921321
1249185427_7c30d4f1ce_1274_79756109@N00.jpg,46.781908,-121.762322
1249207786_015f8f88f7_1352_33463080@N00.jpg,11.580858,104.921321
1249405208_40b4cf2f20_1235_79756109@N00.jpg,47.604774,-122.340037
1249645106_0d8a8350ce_1080_79756109@N00.jpg,47.61166,-122.421855
1249725202_7af1ec000c_1322_33463080@N00.jpg,11.554707,104.904499
1249792433_027b208092_1308_79756109@N00.jpg,47.57882,-122.41295
1251244724_1aaa516fb3_1392_56945335@N00.jpg,33.590742,56.911754
1251348239_6f573bc099_1003_11786349@N08.jpg,36.744248,-5.17044
1251387723_b4d633582b_1171_11786349@N08.jpg,37.17403,-3.599824
1251466701_378c962215_1413_11786349@N08.jpg,37.176526,-3.586564
1252004259_be0f378cb7_1078_75452460@N00.jpg,47.074973,12.936401
1252593516_99c382dad0_1393_11786349@N08.jpg,36.717833,-4.42646
1252724508_99102153a3_1421_11786349@N08.jpg,36.766323,-4.418907
1252756124_a05b114bc5_1035_11786349@N08.jpg,36.772648,-4.418735
1252977522_2fe41a92c3_1011_11786349@N08.jpg,36.906117,-4.761543
1253181830_a6de7cfd5b_1212_11786349@N08.jpg,36.717833,-4.42646
1253192502_707696b8be_1082_11786349@N08.jpg,36.717833,-4.42646
125342735_f25e530991_37_88483799@N00.jpg,39.45099,-76.587817
125342914_1f6d74eea8_36_88483799@N00.jpg,39.45099,-76.587817
1255692815_4bf2057ff8_1030_33463080@N00.jpg,11.580858,104.921321
1256214157_e5f8bc3389_1430_33463080@N00.jpg,11.580858,104.921321
1256515861_5d15208bb2_1371_59555137@N00.jpg,22.254068,114.133272
1256839408_e551eab404_1196_33463080@N00.jpg,11.580858,104.921321
1259515638_35322982ee_1179_48264126@N00.jpg,-37.513266,145.75407
1259522892_ceb36d34ca_1025_48264126@N00.jpg,-37.509044,145.74583
1259948091_17e2a9dcf9_1138_11786349@N08.jpg,18.815723,99.022178
1260064233_97929e63ac_1258_11786349@N08.jpg,18.809792,98.856525
1260199045_1e18d6e6eb_1072_11786349@N08.jpg,19.975607,102.246665
1260856617_94d698c56b_1065_11786349@N08.jpg,8.289297,98.474578
1261644928_48ef0ee9be_1399_11786349@N08.jpg,8.395195,98.453807
1261684822_79e785f829_1142_11786349@N08.jpg,8.289297,98.474578
1267522835_1c0fd52781_1409_75452460@N00.jpg,47.052054,12.961978
1268682921_a4f066d15f_1117_11786349@N08.jpg,6.079363,116.588973
1269568816_b5b0448cce_1207_11786349@N08.jpg,6.079363,116.588973
1270344796_dbc1fd0673_1103_11786349@N08.jpg,48.295871,4.071636
1270437192_ba09da11c3_1030_11786349@N08.jpg,48.862964,2.390727
1270529974_9426a4dd7d_1308_11786349@N08.jpg,48.402197,2.684268
1271785262_5415d7141b_1100_59555137@N00.jpg,22.319539,114.169996
1274846689_de0487a42d_1006_22941966@N00.jpg,44.9805,-93.254833
1277769767_0ad30d8663_1398_97522422@N00.jpg,40.488215,45.032272
1278592897_d887e822b8_1032_15274769@N00.jpg,-2.166697,34.139313
127865347_3ef9196bc8_54_42485416@N00.jpg,40.771636,-73.973693
1278816041_3bce7c47eb_1335_98545448@N00.jpg,51.6825,-1.786333
1279376988_04a72ed7d8_1132_98545448@N00.jpg,51.680333,-1.781166
1279408183_4544a317f4_1149_11786349@N08.jpg,41.01912,28.9891
1279669510_d92c94851b_1012_11786349@N08.jpg,41.01912,28.9891
1279824162_213c13300d_1393_98545448@N00.jpg,51.6825,-1.786333
128000926_362e21360f_51_42485416@N00.jpg,49.299123,-123.120861
128003004_89a8cb6880_44_42485416@N00.jpg,48.421155,-123.369963
128003524_7ce27fb463_54_42485416@N00.jpg,49.014624,-125.661964
1280299112_9d7c5e33e1_1149_11786349@N08.jpg,41.01912,28.9891
1280339902_00ad0870a9_1255_11786349@N08.jpg,41.01912,28.9891
1280379538_93cd5dbe87_1208_11786349@N08.jpg,41.01912,28.9891
128191361_f5564bdb12_50_43616936@N00.jpg,35.13751,-120.643551
128197335_d4c2d76e1a_53_43616936@N00.jpg,33.344116,-118.328204
128197528_92352e972e_51_43616936@N00.jpg,33.344116,-118.328204
128198321_3e7ce3be40_1_43616936@N00.jpg,33.344116,-118.328204
128242206_5c2c7c805f_56_90833046@N00.jpg,59.916168,10.737628
1285219328_b446b6a044_1308_70323761@N00.jpg,40.764677,-73.97365
1286567787_c041916e0a_1075_77235581@N00.jpg,58.20312,-6.379559
1286612727_a76207e86d_1277_77235581@N00.jpg,58.313501,-6.739253
1287131609_caa54f3402_1246_11786349@N08.jpg,43.539962,5.632724
1287254325_d7877fc5c8_1258_11786349@N08.jpg,43.52926,5.448789
1287545391_2d4b5ae8a3_1229_11786349@N08.jpg,22.231904,31.440124
1287803509_d45ce0c9c0_1023_11786349@N08.jpg,24.079536,32.879676
1288127209_be2c0b579b_1229_11786349@N08.jpg,25.715554,32.657375
1288513797_921fc7f215_1191_11786349@N08.jpg,30.050447,31.235675
1288818896_b0267a3878_1228_11786349@N08.jpg,25.697225,32.637462
1289028189_89ca47a3e1_1286_40279823@N00.jpg,37.059286,15.293301
1289098928_abb8d00a78_1388_11786349@N08.jpg,25.715554,32.657375
1289245500_e863099269_1081_11786349@N08.jpg,25.697225,32.637462
1289357310_26a2f53437_1001_11786349@N08.jpg,30.050447,31.235675
1289716380_697417ac40_1382_11786349@N08.jpg,25.710759,32.63832
1289737112_0d52702257_1110_11786349@N08.jpg,25.754135,32.619781
1292236241_522bdec086_1335_15274769@N00.jpg,-3.349213,36.687213
1293116004_cb46fbfe39_1336_15274769@N00.jpg,-5.953541,38.796152
1293505189_072a3104de_1427_97522422@N00.jpg,40.372182,49.834842
1294140133_277c0f6eb6_1350_26519935@N00.jpg,22.309157,114.244068
129432720_8054659c71_1_69212252@N00.jpg,41.87691,-87.627553
129509096_0a9e9e9b0f_1_42485416@N00.jpg,48.861326,2.346954
1296438631_17517c359d_1035_43935788@N00.jpg,38.461519,-82.645082
1297522299_1d487977b3_1008_85417391@N00.jpg,41.823005,-72.443321
1300123632_36361364c9_1048_50435419@N00.jpg,43.036713,-88.241887
1300383440_e445726635_1185_50435419@N00.jpg,43.036713,-88.241887
1301398204_91d2c72016_1205_65768710@N00.jpg,48.854875,2.347383
130155278_0295cc4bc0_55_42485416@N00.jpg,23.163956,-81.232738
1301640818_ae2a23eaef_1243_65768710@N00.jpg,48.854875,2.347383
130197022_8d06261ba7_55_42485416@N00.jpg,43.082712,-79.073882
130197353_352e2cc286_48_42485416@N00.jpg,45.499052,-73.552093
1302320269_fc6a307a57_1414_56249023@N00.jpg,-13.529938,-71.952724
130255570_f299828f32_54_66516604@N00.jpg,53.127204,-3.98735
1303164579_aaaa55aaba_1288_43935788@N00.jpg,38.461519,-82.645082
1303949077_23dbb49738_1348_11786349@N08.jpg,-34.620424,-58.369674
1304384259_3856ef14e7_1137_11786349@N08.jpg,-34.620424,-58.369674
1304568210_41d6110f20_1295_11786349@N08.jpg,-50.396481,-73.031272
1304739833_3ea33bdd0a_1429_11786349@N08.jpg,-50.396481,-73.031272
1304783312_333b198c30_1162_11786349@N08.jpg,-50.396481,-73.031272
1305586742_609f59f844_1431_11786349@N08.jpg,-50.396481,-73.031272
130646873_5571a97011_49_18684820@N00.jpg,37.445255,-122.162904
